date,avgtempC,winddirDegree,windspeedKmph,cloudcover,humidity,precipInches,pressure,visibility,maxtempC,mintempC,sunHour,Ozone(ppm)
2015-01-01,2,70,13,98,87,0.2,1025,10,4,1,3.8,0.007882
2015-01-02,4,137,13,99,89,0.1,1019,8,5,4,3.8,0.006470999999999999
2015-01-03,7,277,11,35,78,0.1,1016,9,14,3,7.1,0.021882
2015-01-04,6,218,17,2,67,0.0,1030,10,8,2,8.7,0.028625
2015-01-05,3,93,10,1,56,0.0,1036,10,8,-2,8.7,0.022042
2015-01-06,9,208,10,6,56,0.0,1028,10,17,4,8.7,0.025044999999999998
2015-01-07,6,68,22,25,69,0.0,1033,10,10,0,5.4,0.029647000000000003
2015-01-08,-1,105,13,26,42,0.0,1035,10,4,-4,8.7,0.024125
2015-01-09,2,41,15,85,77,0.1,1031,10,3,1,3.8,0.020353
2015-01-10,1,36,9,94,81,0.0,1031,9,1,0,3.8,0.021304
2015-01-11,4,117,7,47,84,0.1,1023,9,11,1,7.1,0.015333000000000001
2015-01-12,6,110,14,34,79,0.0,1025,10,8,4,8.7,0.011470999999999999
2015-01-13,4,140,14,61,77,0.0,1030,10,7,2,7.1,0.013118000000000001
2015-01-14,4,18,11,96,73,0.0,1028,10,5,3,3.8,0.013765000000000001
2015-01-15,7,305,10,45,60,0.0,1027,10,13,4,8.7,0.020941
2015-01-16,9,251,7,6,62,0.0,1025,10,16,3,8.7,0.020888999999999998
2015-01-17,12,249,18,53,50,0.0,1020,10,20,5,5.5,0.034470999999999995
2015-01-18,13,230,12,13,46,0.0,1025,10,19,8,8.7,0.039471
2015-01-19,13,202,16,1,47,0.0,1018,10,21,7,8.7,0.044412
2015-01-20,15,206,9,1,48,0.0,1014,10,24,9,8.7,0.039235
2015-01-21,12,39,16,68,88,0.1,1018,10,13,10,3.9,0.0225
2015-01-22,8,38,28,100,91,0.3,1019,9,13,5,3.9,0.031176
2015-01-23,5,289,22,66,81,0.2,1024,10,7,5,8.5,0.027042
2015-01-24,8,266,12,31,60,0.0,1022,10,15,3,10.8,0.026175999999999998
2015-01-25,12,260,16,11,48,0.0,1019,10,20,8,10.8,0.035529000000000005
2015-01-26,14,291,11,5,42,0.0,1022,10,22,8,10.8,0.033294
2015-01-27,16,220,13,16,41,0.0,1020,10,24,11,10.8,0.036588
2015-01-28,17,204,14,4,45,0.0,1019,10,25,11,10.8,0.038625
2015-01-29,16,146,15,24,71,0.0,1022,10,22,12,10.8,0.032235
2015-01-30,11,48,19,54,55,0.0,1028,10,13,9,8.5,0.023666999999999997
2015-01-31,12,119,15,92,82,0.0,1019,9,15,9,5.4,0.020041999999999997
2015-02-01,16,229,22,55,80,0.0,1015,10,21,11,8.5,0.022234999999999998
2015-02-02,5,81,17,4,45,0.0,1027,10,8,1,10.9,0.025208
2015-02-03,5,155,7,59,68,0.0,1025,10,6,5,7.0,0.016412
2015-02-04,9,187,8,54,84,0.0,1020,10,14,5,10.1,0.017333
2015-02-05,5,274,17,39,67,0.0,1028,10,8,3,8.5,0.016125
2015-02-06,6,131,8,0,61,0.0,1028,10,14,1,10.9,0.019353
2015-02-07,12,203,21,16,83,0.0,1019,10,18,7,11.0,0.033706
2015-02-08,16,176,20,31,78,0.0,1013,10,23,12,10.1,0.033059
2015-02-09,18,161,11,0,49,0.0,1017,10,25,12,11.0,0.037647
2015-02-10,17,158,12,0,54,0.0,1016,10,25,10,11.0,0.052235000000000004
2015-02-11,16,145,11,2,62,0.0,1016,10,23,9,11.0,0.043412
2015-02-12,11,18,21,41,52,0.0,1026,10,15,8,10.1,0.027824
2015-02-13,12,121,10,23,54,0.0,1026,10,18,6,11.0,0.041824
2015-02-14,17,242,12,4,63,0.0,1023,10,24,11,11.1,0.045647
2015-02-15,17,185,15,83,84,0.0,1017,9,20,14,5.5,0.035583
2015-02-16,8,266,27,78,72,0.0,1017,10,17,3,8.6,0.032667
2015-02-17,5,160,16,39,51,0.0,1023,10,11,1,10.1,0.030625
2015-02-18,9,220,11,1,45,0.0,1026,10,16,3,11.1,0.036529
2015-02-19,12,189,17,17,62,0.0,1024,10,19,5,11.1,0.042824
2015-02-20,16,182,28,72,85,0.0,1013,9,20,12,5.6,0.03775
2015-02-21,18,179,21,83,80,0.0,1011,9,21,16,5.6,0.032087
2015-02-22,10,33,22,96,81,0.1,1019,9,13,5,5.6,0.017875
2015-02-23,1,50,29,100,81,0.1,1031,10,3,-1,5.6,0.024666999999999998
2015-02-24,1,239,10,42,68,0.0,1025,10,6,-2,10.1,0.022625
2015-02-25,6,215,10,28,59,0.0,1013,10,15,-1,11.3,0.022941
2015-02-26,5,76,18,23,71,0.0,1020,10,9,2,11.3,0.028235000000000003
2015-02-27,1,35,21,86,65,0.0,1029,10,2,0,5.8,0.026667000000000003
2015-02-28,1,24,18,100,87,0.0,1027,9,2,-1,5.9,0.021174000000000002
2015-03-01,3,57,18,100,87,0.0,1025,9,5,1,5.9,0.019294
2015-03-02,5,63,16,99,86,0.0,1026,10,7,3,5.9,0.0175
2015-03-03,10,142,11,90,88,0.0,1015,9,17,5,5.9,0.010882
2015-03-04,14,111,17,100,92,0.1,1012,4,19,3,5.9,0.018941
2015-03-05,1,139,33,40,67,0.1,1032,10,4,-1,11.6,0.037417
2015-03-06,4,57,8,13,49,0.0,1034,10,11,-2,11.6,0.034332999999999995
2015-03-07,8,125,7,32,51,0.0,1029,10,14,3,11.6,0.042
2015-03-08,10,155,9,96,82,0.0,1022,9,12,8,5.9,0.028332999999999997
2015-03-09,11,79,11,95,94,0.4,1014,7,13,9,5.9,0.023333
2015-03-10,16,144,12,71,80,0.2,1015,8,20,13,8.8,0.026175999999999998
2015-03-11,15,174,13,65,73,0.1,1016,9,19,11,8.8,0.029833
2015-03-12,13,160,16,56,69,0.0,1019,10,19,8,8.8,0.031058999999999996
2015-03-13,14,145,13,59,73,0.0,1018,9,19,10,8.8,0.041667
2015-03-14,16,179,13,54,69,0.0,1017,9,22,10,8.8,0.043941
2015-03-15,16,159,13,58,76,0.0,1016,9,22,12,8.8,0.028875
2015-03-16,17,186,16,64,79,0.0,1016,9,22,14,8.8,0.034545
2015-03-17,18,188,15,64,80,0.0,1015,9,23,15,10.2,0.020706
2015-03-18,19,157,15,59,80,0.1,1013,9,25,16,10.2,0.030739
2015-03-19,21,177,13,72,85,0.1,1014,8,26,18,8.8,0.022059
2015-03-20,18,84,12,95,94,0.3,1018,7,20,15,6.0,0.013647
2015-03-21,14,183,13,97,92,0.0,1018,8,16,13,6.0,0.016913
2015-03-22,17,255,9,53,82,0.0,1016,7,23,12,10.2,0.023765
2015-03-23,18,104,7,2,77,0.0,1018,8,25,11,11.6,0.040118
2015-03-24,20,189,18,12,79,0.0,1015,9,26,15,11.6,0.042352999999999995
2015-03-25,20,179,20,33,82,0.0,1013,9,26,15,10.2,0.037647
2015-03-26,16,242,26,19,70,0.1,1017,10,18,11,11.6,0.037235000000000004
2015-03-27,16,272,12,0,41,0.0,1021,10,25,9,11.6,0.038471
2015-03-28,18,203,16,0,51,0.0,1019,10,26,10,11.6,0.047647
2015-03-29,19,188,25,2,71,0.0,1018,10,26,12,11.6,0.039625
2015-03-30,21,191,16,88,85,0.0,1019,10,24,17,6.1,0.035412
2015-03-31,20,193,20,83,85,0.0,1016,10,23,18,7.5,0.033824
2015-04-01,21,184,18,71,85,0.4,1013,8,26,19,8.9,0.033529
2015-04-02,22,184,21,66,88,0.0,1013,10,26,18,7.5,0.032175999999999996
2015-04-03,21,136,20,82,80,0.0,1015,10,25,19,6.2,0.041588
2015-04-04,16,52,21,70,70,0.0,1023,10,18,13,10.2,0.039783
2015-04-05,16,110,9,97,87,0.0,1016,9,19,15,6.2,0.023042
2015-04-06,22,175,21,63,83,0.0,1013,9,27,18,10.2,0.031824
2015-04-07,23,178,22,68,83,0.0,1014,9,28,19,7.6,0.032293999999999996
2015-04-08,22,174,21,87,88,0.0,1013,9,24,19,6.2,0.026352999999999998
2015-04-09,23,182,23,43,83,0.1,1011,10,28,20,11.6,0.031058999999999996
2015-04-10,18,43,16,50,73,0.0,1018,10,22,16,10.3,0.029667000000000002
2015-04-11,18,88,9,97,86,0.0,1017,9,20,16,6.2,0.017091
2015-04-12,21,155,12,82,86,0.1,1012,6,26,18,6.3,0.022294
2015-04-13,19,182,14,61,74,0.0,1014,8,24,14,8.9,0.036824
2015-04-14,18,190,15,53,73,0.0,1015,8,23,14,10.3,0.03313
2015-04-15,18,181,14,59,66,0.0,1016,9,23,14,8.9,0.041529
2015-04-16,19,148,12,80,93,0.3,1013,4,22,17,6.3,0.032471
2015-04-17,20,111,11,80,92,0.0,1013,7,24,18,7.8,0.0355
2015-04-18,20,101,6,74,86,0.0,1011,6,24,18,7.8,0.034588
2015-04-19,22,266,19,14,64,0.0,1009,10,30,17,13.0,0.046588
2015-04-20,17,92,17,11,50,0.0,1015,10,21,11,13.4,0.041707999999999995
2015-04-21,18,122,12,45,68,0.0,1014,10,23,12,9.6,0.051235
2015-04-22,21,154,12,80,89,0.0,1012,8,25,17,8.4,0.039208
2015-04-23,23,158,9,68,85,0.0,1011,7,29,19,10.9,0.027941000000000004
2015-04-24,24,162,16,64,84,0.1,1009,9,28,21,9.6,0.020541999999999998
2015-04-25,25,234,12,8,59,0.0,1007,8,32,19,13.5,0.041118
2015-04-26,23,170,17,21,81,0.0,1004,10,29,18,13.3,0.035118
2015-04-27,21,214,10,36,77,0.1,1007,9,26,19,13.5,0.039353
2015-04-28,21,173,12,51,67,0.1,1013,9,28,16,12.1,0.036000000000000004
2015-04-29,16,262,12,9,61,0.0,1017,10,23,9,13.6,0.046471
2015-04-30,18,193,8,3,51,0.0,1015,10,26,11,13.6,0.051940999999999994
2015-05-01,20,186,9,14,53,0.0,1016,10,27,13,13.6,0.058235
2015-05-02,21,187,12,6,55,0.0,1017,10,27,14,13.6,0.057435
2015-05-03,21,181,15,12,69,0.0,1015,10,28,14,13.6,0.049882
2015-05-04,21,146,17,48,77,0.0,1016,7,26,17,12.1,0.048941000000000005
2015-05-05,22,149,20,64,80,0.1,1014,9,28,18,10.9,0.040875
2015-05-06,24,164,18,68,83,0.3,1013,8,28,20,9.7,0.032588
2015-05-07,24,153,20,85,87,0.1,1011,9,28,21,8.6,0.028352999999999996
2015-05-08,24,158,18,84,90,0.1,1012,8,27,23,10.9,0.024125
2015-05-09,25,159,22,70,83,0.0,1010,8,29,23,12.1,0.028412
2015-05-10,25,160,21,73,83,0.4,1010,9,28,23,9.8,0.027625
2015-05-11,22,94,14,65,87,0.3,1015,8,26,20,12.1,0.033588
2015-05-12,19,48,16,93,94,0.0,1020,10,20,18,8.6,0.021825999999999998
2015-05-13,20,135,14,82,94,0.0,1018,7,22,19,9.8,0.021
2015-05-14,24,163,14,68,87,0.0,1016,7,28,19,11.0,0.019412000000000002
2015-05-15,22,164,12,74,92,0.5,1013,6,25,20,9.8,0.019706
2015-05-16,24,167,22,83,86,0.2,1011,10,28,20,9.8,0.024881999999999998
2015-05-17,25,149,14,76,85,0.1,1013,8,30,21,11.0,0.036000000000000004
2015-05-18,26,138,9,66,85,0.7,1016,6,29,23,13.3,0.03025
2015-05-19,25,148,19,57,83,0.1,1015,8,30,23,12.2,0.022529
2015-05-20,25,147,11,63,83,0.2,1014,10,30,22,11.0,0.035143
2015-05-21,20,26,17,88,87,0.1,1018,9,23,17,8.7,0.022667
2015-05-22,20,93,15,91,89,0.2,1018,8,25,16,8.7,0.025471
2015-05-23,23,148,17,85,92,0.6,1016,8,27,22,9.9,0.025353
2015-05-24,23,158,20,64,87,0.0,1011,9,26,20,11.0,0.033167
2015-05-25,23,167,18,59,90,0.6,1011,8,26,20,11.0,0.024208
2015-05-26,24,166,15,46,84,0.0,1014,10,28,19,11.0,0.024
2015-05-27,26,150,16,42,83,0.0,1016,9,30,23,13.3,0.025707999999999998
2015-05-28,25,149,16,59,84,0.0,1015,6,29,21,11.0,0.028529000000000002
2015-05-29,25,228,12,48,80,0.7,1013,9,30,21,12.2,0.0435
2015-05-30,25,246,9,34,80,0.2,1016,9,29,22,14.0,0.034529000000000004
2015-05-31,23,47,11,41,80,0.1,1017,8,26,19,14.0,0.038417
2015-06-01,24,111,6,20,71,0.0,1017,10,30,19,14.0,0.043706
2015-06-02,25,193,9,18,68,0.0,1015,10,30,20,14.0,0.047235
2015-06-03,25,181,12,8,70,0.0,1012,10,31,20,14.0,0.049765
2015-06-04,25,165,11,20,71,0.0,1014,9,30,21,14.0,0.044458
2015-06-05,26,168,9,29,74,0.0,1016,8,31,22,13.4,0.035824
2015-06-06,26,193,9,21,65,0.0,1015,10,31,21,14.0,0.040647
2015-06-07,26,193,11,5,66,0.0,1014,10,31,21,14.0,0.030118000000000002
2015-06-08,27,211,10,27,69,0.0,1014,9,33,21,14.0,0.037647
2015-06-09,27,207,10,9,62,0.0,1013,10,33,22,14.0,0.040175999999999996
2015-06-10,27,193,12,5,64,0.0,1010,10,32,23,14.0,0.034824
2015-06-11,27,180,17,24,68,0.0,1009,9,32,22,14.0,0.024881999999999998
2015-06-12,27,157,16,45,76,0.0,1009,9,31,22,11.1,0.023118
2015-06-13,26,141,13,42,80,0.1,1010,9,30,22,11.1,0.026175999999999998
2015-06-14,25,149,14,42,83,0.0,1011,9,30,22,13.4,0.01825
2015-06-15,26,118,13,35,80,0.6,1013,9,30,23,14.1,0.021059
2015-06-16,24,53,20,88,94,0.4,1011,9,25,22,8.8,0.017941
2015-06-17,23,235,19,48,91,0.1,1010,9,27,22,14.1,0.019125
2015-06-18,26,192,14,29,84,0.1,1014,8,29,23,14.1,0.020118
2015-06-19,25,204,9,55,84,0.1,1016,8,27,23,14.1,0.017
2015-06-20,25,177,12,70,88,0.1,1016,7,28,23,8.8,0.012
2015-06-21,26,164,17,35,84,0.1,1016,8,30,23,13.4,0.011529000000000001
2015-06-22,26,157,12,47,83,0.0,1018,7,31,23,12.2,0.013471
2015-06-23,26,139,11,67,84,0.2,1019,6,31,23,12.2,0.016824000000000002
2015-06-24,27,173,9,21,78,0.0,1019,8,32,23,14.1,0.019
2015-06-25,27,196,11,15,74,0.0,1018,9,32,23,14.1,0.021941
2015-06-26,28,196,13,15,72,0.0,1015,10,32,23,14.1,0.025529
2015-06-27,27,170,8,18,75,0.4,1015,9,32,24,14.1,0.021353
2015-06-28,27,181,6,15,73,0.3,1016,9,31,23,14.1,0.025294
2015-06-29,27,197,14,25,74,0.1,1015,10,33,23,14.1,0.024176
2015-06-30,26,195,12,20,78,0.1,1016,9,31,23,14.0,0.017412
2015-07-01,26,194,15,24,78,0.1,1016,9,30,22,14.0,0.023
2015-07-02,26,175,16,20,77,0.0,1015,9,31,20,14.0,0.020708
2015-07-03,27,179,14,44,76,0.0,1014,8,32,23,13.4,0.022234999999999998
2015-07-04,27,178,14,45,78,0.0,1015,9,31,23,11.1,0.019882
2015-07-05,27,178,20,49,76,0.0,1016,9,32,23,12.2,0.019706
2015-07-06,28,173,24,43,73,0.0,1015,10,33,24,13.4,0.021417
2015-07-07,27,169,21,50,76,0.0,1014,9,32,24,12.2,0.020059
2015-07-08,28,174,23,34,72,0.0,1015,10,33,24,13.4,0.022647
2015-07-09,28,170,20,41,68,0.0,1016,10,34,24,13.3,0.022059
2015-07-10,27,169,14,26,70,0.0,1017,8,34,22,13.3,0.022941
2015-07-11,27,184,11,9,66,0.0,1019,9,33,22,14.0,0.022647
2015-07-12,28,198,13,16,66,0.0,1017,9,34,23,13.3,0.025412
2015-07-13,29,199,15,15,66,0.0,1013,9,35,23,13.3,0.027529
2015-07-14,28,187,15,5,60,0.0,1011,9,36,22,14.0,0.026706
2015-07-15,28,172,15,24,70,0.0,1012,10,34,22,13.3,0.030941000000000003
2015-07-16,28,188,15,19,65,0.0,1014,9,35,22,13.3,0.031235000000000002
2015-07-17,29,184,17,25,66,0.0,1013,9,36,24,13.3,0.027118
2015-07-18,30,179,18,27,64,0.0,1014,10,36,25,13.3,0.023059
2015-07-19,29,186,15,28,69,0.0,1015,9,35,24,13.3,0.023706
2015-07-20,29,192,14,3,60,0.0,1013,10,36,23,13.9,0.025588
2015-07-21,29,182,14,18,63,0.0,1012,9,36,23,13.9,0.026470999999999998
2015-07-22,30,186,19,16,63,0.0,1012,10,36,24,13.9,0.026118000000000002
2015-07-23,30,185,19,10,60,0.0,1014,10,37,23,13.9,0.027999999999999997
2015-07-24,29,182,15,38,65,0.0,1015,10,35,23,12.2,0.026764999999999997
2015-07-25,29,177,12,7,62,0.0,1014,9,36,23,13.9,0.029412
2015-07-26,29,164,11,15,63,0.0,1012,9,36,24,13.3,0.025529
2015-07-27,30,170,14,20,62,0.0,1012,9,36,23,13.8,0.025471
2015-07-28,30,178,16,18,59,0.0,1013,9,37,24,13.3,0.025647000000000003
2015-07-29,30,171,10,17,57,0.0,1015,9,37,23,13.3,0.027999999999999997
2015-07-30,32,179,11,16,44,0.0,1017,10,38,24,13.8,0.041176
2015-07-31,32,171,13,17,41,0.1,1015,10,37,26,13.8,0.050765
2015-08-01,30,82,11,8,41,0.0,1014,10,36,23,13.8,0.052176
2015-08-02,30,147,9,4,41,0.0,1012,10,37,24,13.7,0.058588
2015-08-03,30,163,13,7,45,0.0,1012,10,37,24,13.7,0.054333000000000006
2015-08-04,30,188,13,27,58,0.0,1013,10,35,25,13.3,0.030059
2015-08-05,31,191,17,22,58,0.0,1013,10,37,25,13.7,0.028999999999999998
2015-08-06,31,193,18,12,55,0.0,1012,10,38,25,13.3,0.029764999999999996
2015-08-07,30,183,16,10,59,0.0,1012,10,38,24,13.7,0.026764999999999997
2015-08-08,31,188,17,23,59,0.0,1012,10,38,24,13.3,0.028118
2015-08-09,30,188,14,17,57,0.0,1013,9,39,24,13.3,0.029588
2015-08-10,31,159,11,6,51,0.0,1013,9,39,23,13.6,0.040471
2015-08-11,33,156,13,3,42,0.0,1014,10,40,25,13.6,0.046353
2015-08-12,33,144,11,9,44,0.0,1016,10,39,27,13.6,0.05229400000000001
2015-08-13,32,88,10,7,41,0.0,1015,10,39,26,13.6,0.057176
2015-08-14,31,169,10,25,54,0.0,1015,10,37,26,13.6,0.050529000000000004
2015-08-15,30,162,10,30,51,0.0,1015,10,34,26,13.3,0.063588
2015-08-16,29,140,10,11,54,0.1,1014,10,36,23,13.5,0.05625
2015-08-17,29,172,8,13,56,0.0,1013,10,35,23,13.5,0.046471
2015-08-18,30,185,19,18,58,0.0,1010,10,36,24,13.1,0.032764999999999996
2015-08-19,30,167,15,22,60,0.0,1009,10,36,25,13.1,0.039588
2015-08-20,26,84,11,49,76,0.0,1014,10,30,24,9.1,0.030417000000000003
2015-08-21,27,127,13,49,72,0.0,1014,10,32,22,11.6,0.037176
2015-08-22,30,177,17,14,61,0.0,1013,10,37,23,11.6,0.026764999999999997
2015-08-23,30,179,14,15,59,0.0,1015,10,35,24,11.6,0.031824
2015-08-24,31,176,8,11,54,0.0,1016,10,37,25,11.6,0.034176
2015-08-25,31,172,11,8,52,0.1,1016,10,37,26,11.6,0.044647000000000006
2015-08-26,29,96,9,22,62,0.1,1018,10,34,24,11.6,0.056059000000000005
2015-08-27,29,165,8,8,42,0.0,1017,10,35,23,11.6,0.065706
2015-08-28,29,191,12,15,40,0.0,1015,10,35,23,11.6,0.068353
2015-08-29,28,171,10,8,46,0.0,1016,10,34,22,11.6,0.065294
2015-08-30,29,172,10,37,51,0.1,1015,10,34,25,11.6,0.049125
2015-08-31,28,173,9,20,60,0.0,1015,9,33,23,11.6,0.036706
2015-09-01,29,131,9,59,63,0.0,1013,10,34,23,7.6,0.037529
2015-09-02,27,101,10,24,67,0.0,1015,10,33,22,11.6,0.037824
2015-09-03,27,94,8,45,67,0.1,1012,10,33,23,8.9,0.035
2015-09-04,29,148,11,33,60,0.1,1013,9,33,25,10.3,0.028647000000000002
2015-09-05,27,143,10,52,67,0.1,1014,9,32,22,8.9,0.023647
2015-09-06,31,160,11,33,51,0.2,1014,10,36,26,11.6,0.023235
2015-09-07,28,173,11,10,69,0.0,1013,10,34,25,11.6,0.025118
2015-09-08,30,176,13,23,62,0.0,1012,10,36,25,11.6,0.025824
2015-09-09,28,220,9,31,67,0.3,1012,10,33,24,10.2,0.023587999999999998
2015-09-10,28,120,7,36,74,0.3,1013,9,32,25,10.2,0.024
2015-09-11,27,109,11,27,73,0.1,1013,10,31,24,11.6,0.032882
2015-09-12,26,71,16,8,52,0.0,1016,10,31,21,11.6,0.041824
2015-09-13,25,128,12,19,36,0.0,1017,10,31,19,11.6,0.047941000000000004
2015-09-14,24,138,12,3,46,0.0,1016,10,31,18,11.6,0.050235
2015-09-15,26,132,11,62,76,0.1,1016,9,32,21,7.5,0.031682
2015-09-16,26,139,10,34,68,0.3,1016,9,30,23,10.2,0.030352999999999998
2015-09-17,25,163,8,56,73,0.1,1015,9,30,21,8.8,0.031764999999999995
2015-09-18,26,166,9,52,73,0.0,1015,9,30,22,8.8,0.031353
2015-09-19,25,126,9,55,72,0.0,1015,9,31,21,8.8,0.038118
2015-09-20,28,119,7,35,48,0.1,1014,10,33,25,11.6,0.038647
2015-09-21,28,163,10,15,54,0.0,1014,10,34,22,11.6,0.044000000000000004
2015-09-22,28,149,11,13,55,0.0,1015,10,34,23,11.6,0.051412
2015-09-23,27,171,10,9,55,0.0,1016,9,33,21,11.6,0.055412
2015-09-24,27,178,10,12,46,0.0,1016,10,33,21,11.6,0.050792000000000004
2015-09-25,27,155,9,23,53,0.0,1016,10,32,23,11.6,0.042707999999999996
2015-09-26,27,161,9,11,46,0.0,1014,10,33,21,11.6,0.052471000000000004
2015-09-27,26,146,10,15,46,0.0,1012,10,32,21,11.6,0.054706
2015-09-28,24,175,12,29,69,0.1,1010,10,28,20,11.6,0.042957999999999996
2015-09-29,26,72,11,23,63,0.0,1011,10,32,21,11.6,0.037824
2015-09-30,27,77,11,20,54,0.0,1014,10,33,22,11.6,0.048764999999999996
2015-10-01,27,45,12,9,49,0.0,1016,10,33,21,11.6,0.05411799999999999
2015-10-02,23,34,15,13,38,0.0,1015,10,29,19,11.6,0.051
2015-10-03,22,69,10,6,34,0.0,1012,10,28,15,11.6,0.048882
2015-10-04,22,53,10,15,43,0.0,1014,10,29,16,11.6,0.047764999999999995
2015-10-05,22,81,9,41,48,0.0,1017,10,27,20,11.6,0.040706
2015-10-06,23,78,9,19,47,0.0,1018,10,30,17,11.6,0.049176
2015-10-07,25,142,7,32,42,0.0,1017,10,31,18,11.6,0.052059
2015-10-08,25,159,10,25,62,0.0,1016,10,31,20,11.6,0.041882
2015-10-09,26,159,6,36,64,0.0,1018,10,31,22,11.6,0.047175999999999996
2015-10-10,24,38,12,13,48,0.0,1020,10,30,19,11.6,0.044235000000000003
2015-10-11,26,190,14,7,50,0.0,1014,10,34,20,11.6,0.059000000000000004
2015-10-12,27,193,19,4,53,0.0,1009,10,36,21,11.6,0.047458
2015-10-13,26,33,13,2,26,0.0,1014,10,33,22,11.6,0.047706
2015-10-14,25,118,9,0,22,0.0,1017,10,34,17,11.6,0.058059000000000006
2015-10-15,24,182,13,1,44,0.0,1018,10,33,17,11.6,0.048
2015-10-16,23,172,11,7,53,0.0,1020,10,31,16,8.7,0.053059
2015-10-17,22,71,12,3,37,0.0,1023,10,29,16,8.7,0.055929
2015-10-18,20,99,12,6,26,0.0,1025,10,27,14,8.7,0.048941000000000005
2015-10-19,20,127,10,2,37,0.0,1022,10,28,13,8.7,0.054000000000000006
2015-10-20,21,137,12,22,65,0.0,1018,9,29,14,8.7,0.044333
2015-10-21,24,119,19,71,79,0.1,1017,9,29,21,5.7,0.0345
2015-10-22,24,135,18,90,84,0.1,1014,10,28,20,4.2,0.02475
2015-10-23,22,197,25,75,93,2.4,1013,6,24,18,4.2,0.019118
2015-10-24,19,188,10,52,64,0.0,1018,9,25,14,5.7,0.030636
2015-10-25,15,349,32,87,87,0.2,1016,10,18,14,4.2,0.023824
2015-10-26,18,305,22,13,74,0.0,1014,10,23,13,8.7,0.031294
2015-10-27,20,275,11,3,63,0.0,1011,10,26,14,8.7,0.035294
2015-10-28,20,260,19,11,49,0.0,1011,10,24,17,8.7,0.036292000000000005
2015-10-29,19,90,10,13,55,0.0,1012,10,25,13,8.7,0.049235
2015-10-30,22,145,28,89,91,1.4,1007,8,24,20,4.1,0.02875
2015-10-31,21,180,11,43,84,0.2,1008,7,24,18,8.7,0.029174000000000002
2015-11-01,17,169,9,25,60,0.0,1014,10,22,14,8.7,0.025
2015-11-02,18,176,8,1,64,0.0,1015,10,24,13,8.7,0.032824
2015-11-03,19,147,10,0,72,0.0,1016,10,25,14,8.7,0.041647
2015-11-04,20,133,13,69,89,0.0,1016,8,24,15,4.1,0.032941000000000005
2015-11-05,24,174,18,86,89,0.5,1014,8,28,21,4.1,0.020291999999999998
2015-11-06,19,91,12,58,73,0.6,1017,8,23,15,8.7,0.025667000000000002
2015-11-07,15,17,25,85,89,0.3,1020,9,16,13,4.1,0.030824
2015-11-08,14,21,18,29,73,0.0,1023,10,18,11,8.7,0.032917
2015-11-09,16,79,7,48,73,0.0,1020,10,21,13,8.7,0.025588
2015-11-10,19,166,13,66,88,0.0,1017,10,22,16,4.1,0.026764999999999997
2015-11-11,23,229,22,68,81,0.0,1012,10,27,20,4.1,0.034059
2015-11-12,16,66,17,19,48,0.0,1021,10,18,13,8.7,0.034957999999999996
2015-11-13,15,53,12,52,61,0.0,1024,10,16,13,7.2,0.031412
2015-11-14,14,125,9,47,63,0.0,1025,10,16,13,8.7,0.033118
2015-11-15,16,113,13,63,77,0.0,1022,10,22,11,5.6,0.037882
2015-11-16,20,159,20,100,94,0.2,1011,8,23,17,4.0,0.026167000000000003
2015-11-17,17,239,19,52,67,0.3,1005,10,23,13,8.7,0.024708
2015-11-18,14,230,9,0,50,0.0,1011,10,21,9,8.7,0.031471
2015-11-19,16,160,10,0,57,0.0,1018,10,23,12,8.7,0.035
2015-11-20,17,149,11,10,71,0.0,1017,10,23,12,8.7,0.038118
2015-11-21,13,136,26,42,71,0.1,1020,9,18,8,7.1,0.034588
2015-11-22,7,170,10,0,56,0.0,1026,10,12,3,8.7,0.02925
2015-11-23,9,173,8,19,49,0.0,1025,10,15,3,8.7,0.032824
2015-11-24,13,152,12,62,79,0.0,1020,10,17,8,5.5,0.027583
2015-11-25,18,153,16,88,94,0.0,1018,7,21,15,3.8,0.034647000000000004
